binary,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6
1011111111101111111111111111011111111111110111011111111101000000000000000000000000000000000000000000000000,1,2,1.347586336,1.412393533,1.454835571,1.487392352
1011111111101111111111111111101111111111111111110111101111000000000000000000000000000000000000000000000000,1,2,1.320580187,1.361550111,1.382917518,1.398227302
1011111111101111111111111111111111110111111011111111111111000000000000000000000000000000000000000000000000,1,2,1.442373546,1.505127587,1.547337511,1.583903438
1011111111101111111111111111111111111101111111110111111101000000000000000000000000000000000000000000000000,1,2,1.399732286,1.497941497,1.513108828,1.536972968
1011111111101111111111111111111111111110111111010101111111000000000000000000000000000000000000000000000000,1,2,1.417088933,1.487829916,1.524657536,1.564368393
1011111111110000011011101111111111111111011101011111111111000000000000000000000000000000000000000000000000,1,2,1.3717706,1.496915323,1.558577148,1.605856167
1011111111110001010111111111111110111111110111111111111111000000000000000000000000000000000000000000000000,1,2,1.444993207,1.511833143,1.563850387,1.601122818
1011111111110001111101111011110111111111111111111111110111000000000000000000000000000000000000000000000000,1,2,1.433438743,1.554181039,1.624919939,1.645557833
1011111111110011111111110011111111111101111111111010111111000000000000000000000000000000000000000000000000,1,2,1.474684354,1.61262984,1.627347331,1.650709312
1011111111110100111111101111110101011110011111111111011111000000000000000000000000000000000000000000000000,1,2,0,1.508412805,1.5525126,1.580758998
1011111111110101010111111111101111111101011111111110011101000000000000000000000000000000000000000000000000,1,2,1.353535825,1.464789638,1.473187901,1.476303368
1011111111110101110111111101110011111110111111111000111111000000000000000000000000000000000000000000000000,1,2,1.461672106,1.543379402,1.586325713,1.614301583
1011111111110101111110011010111111111101101111111111111111000000000000000000000000000000000000000000000000,1,2,1.364738885,1.571113749,1.603481839,1.648074644
1011111111110101111110111111111101110011111101001111011111000000000000000000000000000000000000000000000000,1,2,1.532952455,1.573272543,1.615174398,1.644936398
1011111111110101111111011110111011110111111111011111111111000000000000000000000000000000000000000000000000,1,2,1.479577662,1.518360128,1.569304436,1.611505987
1011111111110101111111101110101001111111111111111111110011000000000000000000000000000000000000000000000000,1,2,1.399812843,1.45844099,1.510254691,1.526628468
1011111111110101111111111111111111011110111111110111111111000000000000000000000000000000000000000000000000,1,2,1.395349484,1.50610825,1.552164819,1.583070767
1011111111110110011010101101011011111011111101111111111111000000000000000000000000000000000000000000000000,1,2,1.437204181,1.498364922,1.572311145,1.628586096
1011111111110110011111111011001111001110111111111111111111000000000000000000000000000000000000000000000000,1,2,1.37067414,1.468650032,1.51733879,1.558830093
1011111111110110011111111111111110100101111001111111111001000000000000000000000000000000000000000000000000,1,2,1.434241305,1.547808161,1.56624085,1.586264512
1011111111110110101010110101010110111101110011111111111111000000000000000000000000000000000000000000000000,1,2,1.348296981,1.608706057,1.609214843,1.641168121
1011111111110110101111011011111111111110101111111111100011000000000000000000000000000000000000000000000000,1,2,1.39390886,1.485476384,1.532182155,1.547923012
1011111111110110101111111111001101111110110111111111101110000000000000000000000000000000000000000000000000,1,2,0.999999999,0.999999999,0.999999999,0.999999999
1011111111110110111011111111111111111111111111001010111011000000000000000000000000000000000000000000000000,1,2,1.343468829,1.396278011,1.404274472,1.405815454
1011111111110110111101111110111111011100111101110110111111000000000000000000000000000000000000000000000000,1,2,1.326729104,1.489042558,1.523099717,1.568654523
1011111111110110111111111111101111111110110101111011110011000000000000000000000000000000000000000000000000,1,2,1.382747728,1.458080354,1.501781044,1.517286436
1011111111110111001111110111111111111111101101010011101111000000000000000000000000000000000000000000000000,1,2,1.380909712,1.425987641,1.461746014,1.497304229
1011111111110111010111111011111011111111111111001101111111000000000000000000000000000000000000000000000000,1,2,1.532310426,1.583174875,1.6198808,1.657234686
1011111111110111011111001111110111111110011111101011111011000000000000000000000000000000000000000000000000,1,2,1.3837414,1.452496478,1.510717575,1.55302594
1011111111110111011111011110110111010111111111111111111011000000000000000000000000000000000000000000000000,1,2,0,1.463395936,1.519743427,1.562059249
1011111111110111011111011111000111110111111111111101111111000000000000000000000000000000000000000000000000,1,2,1.289515556,1.341782704,1.405757666,1.489840272
1011111111110111011111111100101100111111111111111001111011000000000000000000000000000000000000000000000000,1,2,1.374443987,1.421258763,1.464711564,1.494334296
1011111111110111011111111101111110110111111111111111110110000000000000000000000000000000000000000000000000,1,2,1.45641486,1.524877165,1.567810016,1.58751382
1011111111110111101011111111110101111111111010111010110011000000000000000000000000000000000000000000000000,1,2,1.427626098,1.471423348,1.498124499,1.502011815
1011111111110111101111011111011111111111101101110101101010000000000000000000000000000000000000000000000000,1,2,1,1,1,1
1011111111110111101111111011111111011011011111101111111101000000000000000000000000000000000000000000000000,1,2,1.570874559,1.669624262,1.697561775,1.71219089
1011111111110111101111111101111101111111111111111111111111000000000000000000000000000000000000000000000000,1,2,1.459021592,1.515815879,1.566037957,1.602753524
1011111111110111101111111111011011111111111111110110101111000000000000000000000000000000000000000000000000,1,2,1.275702066,1.311152264,1.348941982,1.390422079
1011111111110111110111011101111110101111011101110110110010000000000000000000000000000000000000000000000000,1,2,1.514330012,1.52484185,1.545770513,1.548843218
1011111111110111110111111010111111111111110111110111111110000000000000000000000000000000000000000000000000,1,2,1.402095833,1.500614955,1.548908589,1.581279158
1011111111110111111001111111111100111111111111110010111111000000000000000000000000000000000000000000000000,1,2,1.449457123,1.505146306,1.547712697,1.578585572
1011111111110111111011110111101111111111111111111011101111000000000000000000000000000000000000000000000000,1,2,1.279554835,1.315200837,1.327242754,1.33173235
1011111111110111111011111010110111111111101101111110011001000000000000000000000000000000000000000000000000,1,2,1.411900147,1.497122104,1.532994552,1.539089025
1011111111110111111101010101110111010111111111111111111111000000000000000000000000000000000000000000000000,1,2,0,1.558547729,1.622688218,1.663020142
1011111111110111111101111101110111110110111100110101111011000000000000000000000000000000000000000000000000,1,2,1.389149609,1.472907669,1.526329818,1.558141739
1011111111110111111101111111101011111111111101111111011011000000000000000000000000000000000000000000000000,1,2,1.406326833,1.452453155,1.491476392,1.507745637
1011111111110111111101111111101110101111110111111111111111000000000000000000000000000000000000000000000000,1,2,1.438699437,1.49928842,1.543412503,1.570335627
1011111111110111111110101011101110110110111110111111111111000000000000000000000000000000000000000000000000,1,2,1.508133384,1.583783794,1.620591606,1.643129037
1011111111110111111110111001101111111111010101111111111111000000000000000000000000000000000000000000000000,1,2,1.429589195,1.53546735,1.589122057,1.620078627
1011111111110111111110111011110111010111111011001111011111000000000000000000000000000000000000000000000000,1,2,0,1.553928484,1.593212301,1.626815799
1011111111110111111110111111011101101111111111101111101111000000000000000000000000000000000000000000000000,1,2,1.314840128,1.329293073,1.366238362,1.402371377
1011111111110111111110111111110111101111111101111111111111000000000000000000000000000000000000000000000000,1,2,1.441454292,1.499464057,1.552387066,1.587829156
1011111111110111111110111111111111111111111011111111010011000000000000000000000000000000000000000000000000,1,2,1.386685964,1.459778649,1.503534247,1.517903443
1011111111110111111111010110101111111001111111111111111101000000000000000000000000000000000000000000000000,1,2,1.520410033,1.584667895,1.600382798,1.622712496
1011111111110111111111011111011111110111111111111111111111000000000000000000000000000000000000000000000000,1,2,1.340712703,1.41426245,1.472253496,1.528560275
1011111111110111111111011111101101111111111101111111101111000000000000000000000000000000000000000000000000,1,2,1.347048574,1.37284619,1.391160923,1.398021367
1011111111110111111111101011111111010001011111111011011111000000000000000000000000000000000000000000000000,1,2,1.579696309,1.709645747,1.719417722,1.734717806
1011111111110111111111111011111011111011011111101111011111000000000000000000000000000000000000000000000000,1,2,1.672581818,1.706157052,1.729703674,1.748277008
1011111111110111111111111101101111110011110111011111111111000000000000000000000000000000000000000000000000,1,2,1.47988443,1.553951847,1.591763362,1.619456279
1011111111110111111111111101111011111111111111111110111111000000000000000000000000000000000000000000000000,1,2,1.456154792,1.510790684,1.5564816,1.588015792
1011111111110111111111111110111111111111111011110111110111000000000000000000000000000000000000000000000000,1,2,1.385297728,1.46410915,1.513848647,1.535373961
1011111111110111111111111111011111001111111111110011011011000000000000000000000000000000000000000000000000,1,2,1.323109557,1.38952488,1.424708649,1.443529333
1011111111110111111111111111100101111111111011010111101111000000000000000000000000000000000000000000000000,1,2,1.346893244,1.371916113,1.390016547,1.403939885
1011111111110111111111111111110011111111001110110101111111000000000000000000000000000000000000000000000000,1,2,1.476865101,1.52116052,1.555987023,1.583684323
1011111111110111111111111111111111101111101111101011111111000000000000000000000000000000000000000000000000,1,2,1.426640833,1.492264784,1.533059095,1.565631201
1011111111110111111111111111111111111101101111111110111101000000000000000000000000000000000000000000000000,1,2,1.407465038,1.511335724,1.524529834,1.542175724
1011111111110111111111111111111111111111111101101111111101000000000000000000000000000000000000000000000000,1,2,1.403553827,1.471632909,1.5099078,1.53619457
1011111111110111111111111111111111111111111111111101111110000000000000000000000000000000000000000000000000,1,2,1.401878124,1.472228294,1.512537512,1.539116573
1011111111110111111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000,1,2,1.402394399,1.473511337,1.516070993,1.54358667
1011111111111000111111111110111111111001110111111111111111000000000000000000000000000000000000000000000000,1,2,1.410352511,1.617542855,1.617933114,1.64129446
1011111111111001001111110110111110111101111111111111111111000000000000000000000000000000000000000000000000,1,2,1.385907728,1.54061989,1.56602489,1.608693116
1011111111111001010110101111011111111111011111101011111101000000000000000000000000000000000000000000000000,1,2,1.297080603,1.407639776,1.472302168,1.521022302
1011111111111001011111111101100111101111011111111011111111000000000000000000000000000000000000000000000000,1,2,1.445540025,1.522607842,1.567020113,1.599147581
1011111111111001111001111111111111011111111011111111111111000000000000000000000000000000000000000000000000,1,2,1.347279306,1.487638522,1.563850674,1.60663762
1011111111111001111011111101111111101111111110111101111111000000000000000000000000000000000000000000000000,1,2,1.393850065,1.534355188,1.597385473,1.633377519
1011111111111010000111111111011100111110111111111111110001000000000000000000000000000000000000000000000000,1,2,1.362894171,1.428238568,1.474854037,1.498070803
1011111111111010011111011111111111101111001101111011111111000000000000000000000000000000000000000000000000,1,2,1.413647854,1.512503898,1.558985052,1.611102668
1011111111111010011111111111111110111111111111111011111011000000000000000000000000000000000000000000000000,1,2,1.411896116,1.48651233,1.535405194,1.563186308
1011111111111010011111111111111111111110110111111111100111000000000000000000000000000000000000000000000000,1,2,1.364927668,1.448068383,1.493672862,1.51183425
1011111111111010101111110111101111111111111111111101111101000000000000000000000000000000000000000000000000,1,2,1.407712266,1.479946524,1.522477253,1.541221451
1011111111111010110111101011111111110111111110011111111110000000000000000000000000000000000000000000000000,1,2,1.438092959,1.535863975,1.5799909,1.611622501
1011111111111010111110111111111111101110111111111111111111000000000000000000000000000000000000000000000000,1,2,1.41085502,1.505868806,1.567584789,1.609775625
1011111111111010111111111011111111001111011111111111101101000000000000000000000000000000000000000000000000,1,2,1.411085454,1.537027299,1.572672732,1.590422403
1011111111111010111111111110011111111100111110111111100010000000000000000000000000000000000000000000000000,1,2,0.999999999,0.999999999,0.999999999,0.999999999
1011111111111010111111111111111111111110111101111111011011000000000000000000000000000000000000000000000000,1,2,1.381899751,1.462518257,1.510243922,1.53137287
1011111111111011001110010111111101111011111111111111111111000000000000000000000000000000000000000000000000,1,2,1.551675909,1.587405711,1.629709162,1.672691702
1011111111111011001111110111101111111111111111110101011111000000000000000000000000000000000000000000000000,1,2,1.391089704,1.451304068,1.481743915,1.514469891
1011111111111011011001010110111111111111101111111111101111000000000000000000000000000000000000000000000000,1,2,1.366166153,1.491156223,1.546500616,1.590044335
1011111111111011011110010101111101100110111111111110111110000000000000000000000000000000000000000000000000,1,2,1.567637566,1.571943906,1.594653737,1.636205733
1011111111111011011111111011011111011101111111111111111111000000000000000000000000000000000000000000000000,1,2,1.364399454,1.537915152,1.562273603,1.606633242
1011111111111011101110111111011111001111111101111101111011000000000000000000000000000000000000000000000000,1,2,1.333047093,1.43739935,1.481600749,1.503016993
1011111111111011101111011111011011110111111111111111011111000000000000000000000000000000000000000000000000,1,2,1.243926032,1.28714891,1.338382357,1.42249396
1011111111111011101111011111110101111111111111011111101111000000000000000000000000000000000000000000000000,1,2,1.399230099,1.458765537,1.497758435,1.532366231
1011111111111011101111101111111011110101111010110111110111000000000000000000000000000000000000000000000000,1,2,1.443113123,1.537617961,1.552911864,1.568143294
1011111111111011101111111111111101101111011001010111111011000000000000000000000000000000000000000000000000,1,2,1.481726798,1.560660319,1.582559869,1.596497929
1011111111111011110011111011111011111001100111111111111111000000000000000000000000000000000000000000000000,1,2,1.620783016,1.818131143,1.818321982,1.829789483
1011111111111011110011111110100111101011111111111101111010000000000000000000000000000000000000000000000000,1,2,1.449549005,1.516575815,1.554882599,1.572896145
1011111111111011110101111111011111101111110100110011111111000000000000000000000000000000000000000000000000,1,2,1.341126772,1.459929743,1.534240737,1.589187395
1011111111111011110111101101111101111111111111111111111011000000000000000000000000000000000000000000000000,1,2,1.441252613,1.522952193,1.569363032,1.590795683
1011111111111011110111111011111111000011011111110111111111000000000000000000000000000000000000000000000000,1,2,1.520919827,1.742750278,1.786577691,1.810360016
1011111111111011110111111111111011011111111111111111110111000000000000000000000000000000000000000000000000,1,2,1.42907362,1.500845828,1.544345515,1.561654877
1011111111111011111010111101111111110111111111101111111100000000000000000000000000000000000000000000000000,1,2,1.396554702,1.512422254,1.561741603,1.593935088
1011111111111011111011111101111001111111111111101111111011000000000000000000000000000000000000000000000000,1,2,1.429455165,1.531452924,1.577192558,1.601097243
1011111111111011111011111111111110111111111111111111101101000000000000000000000000000000000000000000000000,1,2,1.365950381,1.462598039,1.499126442,1.516887729
1011111111111011111101101010111111111111110111110111011101000000000000000000000000000000000000000000000000,1,2,1.309955392,1.390262843,1.412507552,1.418715463
1011111111111011111101101111011111111111111111110111110011000000000000000000000000000000000000000000000000,1,2,1.336565013,1.429451543,1.480776748,1.500508302
1011111111111011111101111010101111111111111111111111111001000000000000000000000000000000000000000000000000,1,2,1.391082259,1.513893002,1.568733313,1.590986851
1011111111111011111101111111011111111101111111011111111011000000000000000000000000000000000000000000000000,1,2,1.332982759,1.477214698,1.496263894,1.519926673
1011111111111011111101111111011111111111111101101110111111000000000000000000000000000000000000000000000000,1,2,1.335229135,1.424256373,1.471854655,1.514970395
1011111111111011111101111111101110111111111111111111111101000000000000000000000000000000000000000000000000,1,2,1.405148052,1.490090087,1.535476415,1.55912464
1011111111111011111101111111111111110111101111111111111111000000000000000000000000000000000000000000000000,1,2,1.42321969,1.510913871,1.561402782,1.594107051
1011111111111011111101111111111111111111011111111111111111000000000000000000000000000000000000000000000000,1,2,1.407009882,1.540204762,1.589050241,1.618904137
1011111111111011111110111111101111100110101110110110111111000000000000000000000000000000000000000000000000,1,2,1.387168487,1.45592279,1.492597433,1.525520166
1011111111111011111110111111111011101110111111111111101111000000000000000000000000000000000000000000000000,1,2,1.530778494,1.53396597,1.550578469,1.571849603
1011111111111011111110111111111011111111111111111110011111000000000000000000000000000000000000000000000000,1,2,1.406796403,1.476439973,1.522557131,1.554584121
1011111111111011111111011111111110111111110010101111111111000000000000000000000000000000000000000000000000,1,2,1.421952808,1.503941549,1.551244393,1.587835022
1011111111111011111111100111110110010111010110011110111110000000000000000000000000000000000000000000000000,1,2,0,1.524932539,1.54702527,1.564662019
1011111111111011111111100111111100111111011011111111111101000000000000000000000000000000000000000000000000,1,2,1.441473112,1.515532876,1.547548792,1.566121372
1011111111111011111111101001111111111100111110111111101111000000000000000000000000000000000000000000000000,1,2,1.360531585,1.5211321,1.541470958,1.573454876
1011111111111011111111101011101101111111111101011111111111000000000000000000000000000000000000000000000000,1,2,1.463056091,1.549969368,1.586634013,1.611698024
1011111111111011111111101111011001110101111101101101011101000000000000000000000000000000000000000000000000,1,2,1.369257428,1.387158368,1.39110381,1.397557199
1011111111111011111111110110111111111011111111001111111110000000000000000000000000000000000000000000000000,1,2,1.538439329,1.573931557,1.604867272,1.631178694
1011111111111011111111110111111111111011111001111111110110000000000000000000000000000000000000000000000000,1,2,1.570831893,1.601505976,1.625270996,1.634997158
1011111111111011111111111011111011111101111011111011111011000000000000000000000000000000000000000000000000,1,2,1.459995363,1.587586181,1.603533109,1.620122512
1011111111111011111111111011111111111111010010111011111111000000000000000000000000000000000000000000000000,1,2,1.431985297,1.550581591,1.596709692,1.627169141
1011111111111011111111111101111111111111110111101010111111000000000000000000000000000000000000000000000000,1,2,1.384598988,1.481394956,1.524578004,1.561077861
1011111111111011111111111110111110011111011111111110111111000000000000000000000000000000000000000000000000,1,2,1.406641685,1.515281646,1.558254887,1.58954901
