binary,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6
1100101111101110111011111111101111110111011111110111111110000000000000000000000000000000000000000000000000,1,2,1.43054506000575,1.45473144893855,1.57329661394838,1.63186224607071
1100101111110111011111011111111111111111111111101110111111000000000000000000000000000000000000000000000000,1,2,1.37437773954546,1.39600462353492,1.5309000567475,1.61984076163395
1100101111111001101111011101011110111110111111111111101111000000000000000000000000000000000000000000000000,1,2,1.2605501408834,1.28318433388789,1.41197438949561,1.49376949815547
1100101111111001111111111111111111111101101111111111101111000000000000000000000000000000000000000000000000,1,2,1.36349306030865,1.36844126959077,1.52334018713882,1.55389114309886
1100101111111011110111111001010111100111011001111111111011000000000000000000000000000000000000000000000000,1,2,1.50483249352849,1.52095527623943,1.61708411430837,1.63240724103497
1100101111111110111111111111111111101111110111111111111111000000000000000000000000000000000000000000000000,1,2,1.41778531009925,1.43705514292283,1.57103216930498,1.61014559945105
1100101111111111001110101111111011110011110111110111101110000000000000000000000000000000000000000000000000,1,2,1.37167168705442,1.37623620563257,1.43531192572331,1.45570730995937
1100101111111111001110111111000111111101111011111111111110000000000000000000000000000000000000000000000000,1,2,1.31681478182084,1.31681478182175,1.47930795681549,1.54107740727883
1100101111111111110110111111111111111111110111001111111111000000000000000000000000000000000000000000000000,1,2,1.40139293041412,1.42268500778192,1.58311166730735,1.6047945184186
1100101111111111111111110111001101110111011111111111111110000000000000000000000000000000000000000000000000,1,2,1.50087192117782,1.50173674235396,1.54066820440678,1.56872500871472
1100110000111101111111111111101111101111011111111111111111000000000000000000000000000000000000000000000000,1,2,1.28874258322115,1.29049405254258,1.62341637121927,1.63045108327117
1100110001111101111111111001000101011111001111110011101111000000000000000000000000000000000000000000000000,1,2,1.00000000012908,1.00000000012623,1.00000000019002,1.00000000019088
1100110010111011111111110111010111110111110111111111100111000000000000000000000000000000000000000000000000,1,2,1.27024410273038,1.2832821142963,1.41646049769682,1.422962685261
1100110011000101111001111111011101111111111111111111111101000000000000000000000000000000000000000000000000,1,2,1.34591193282993,1.37034756439078,1.54017810982676,1.57096029396594
1100110011110111101111111011111111111111011110111011011111000000000000000000000000000000000000000000000000,1,2,1.4060913363021,1.46144843867867,1.57836845918805,1.60345594298633
1100110011111110111111001101011111001111111110101111111111000000000000000000000000000000000000000000000000,1,2,1.30145689232359,1.33723484244153,1.52541726738799,1.57085713447784
1100110011111110111111111111111011001111110110111111111111000000000000000000000000000000000000000000000000,1,2,1.47202101208256,1.4720210120715,1.58348390489236,1.60403479105763
1100110011111111110111111111111111111011111101111011010001000000000000000000000000000000000000000000000000,1,2,1.42546737619168,1.45662366106295,1.51697092659239,1.51851740393194
1100110101011111111101011111111111111111111111001111101111000000000000000000000000000000000000000000000000,1,2,1.33063638173644,1.34654024673736,1.61374455719683,1.61574906821869
1100110101111101111010111111011110111111111110011100110111000000000000000000000000000000000000000000000000,1,2,1.2657943824491,1.27681126909091,0,0
1100110101111101111110111101111111011101110111110111111101000000000000000000000000000000000000000000000000,1,2,1.25288780208778,1.25288780208969,1.64675645277372,1.65977390900804
1100110110111011111101010110100111111111111011111111110111000000000000000000000000000000000000000000000000,1,2,1.34035684758446,1.34878646624456,1.62671879373093,1.63377574116724
1100110110111011111111011110110111111000111111111111111111000000000000000000000000000000000000000000000000,1,2,1.41255937519877,1.4125593751993,1.64324362532298,1.66088430708351
1100110111001111111100110101111101111111111111110011111011000000000000000000000000000000000000000000000000,1,2,1.40423587507093,1.42834084402497,1.59250974113244,1.62056742254216
1100110111011011111111111111111111111111111111111111011111000000000000000000000000000000000000000000000000,1,2,1.39390733532946,1.42779303378065,1.54618233881655,1.57544524520059
1100110111011111110111101111111101111111101111001111111111000000000000000000000000000000000000000000000000,1,2,1.44868183349554,1.46093015412743,1.65015247074837,1.65213246199705
1100110111101110111111011110111111111111111110111011111111000000000000000000000000000000000000000000000000,1,2,1.29771536793171,1.32486855199052,1.52475572796274,1.58175645739997
1100110111101111110110101111111101111111110111111111111111000000000000000000000000000000000000000000000000,1,2,1.4416047887851,1.45797097724614,1.58151834623699,1.61159926917164
1100110111101111111011110010111111111110001111111111011111000000000000000000000000000000000000000000000000,1,2,1.45771050891916,1.50468709480573,1.6626734875518,1.68971355609199
1100110111111010101111111111111111111111110100111111110101000000000000000000000000000000000000000000000000,1,2,1.38059577485881,1.41173654162659,1.55009945917961,1.55873744624299
1100110111111011011111011111111111111010111111110110111011000000000000000000000000000000000000000000000000,1,2,1.34838289744539,1.36384195138978,1.39773487576633,1.39778545874933
1100110111111011111101110111011111111111111111111111101100000000000000000000000000000000000000000000000000,1,2,0.999999999250401,0.999999999214615,0.999999999093682,0.999999999081388
1100110111111101101111111111101011110111011111111111111110000000000000000000000000000000000000000000000000,1,2,1.458043647704,1.4647323834679,1.56675365109442,1.58262652935359
1100110111111101110101111110011011111111111010011111101111000000000000000000000000000000000000000000000000,1,2,1.25689819752667,1.26912851738895,1.56387044591073,1.57095703651261
1100110111111110101111011101011111110000110111101111111111000000000000000000000000000000000000000000000000,1,2,1.36178092157614,1.37472906898431,1.56733027105485,1.61186660865088
1100110111111110111111011111110111111111111111111111101011000000000000000000000000000000000000000000000000,1,2,1.39260374140126,1.39976167815948,1.51493804340588,1.52662013939122
1100110111111111011110111011111111111111111111111111011111000000000000000000000000000000000000000000000000,1,2,1.42962429068731,1.46513234698898,1.60534499342566,1.63010397795935
1100110111111111101111010111111011101100011101011111111111000000000000000000000000000000000000000000000000,1,2,1.5638429633634,1.56384296336254,1.63335298803619,1.64010176629547
1100110111111111110101011110110101011011101111111111111111000000000000000000000000000000000000000000000000,1,2,1.68923889660243,1.68923889659647,1.73127528799527,1.74750340943526
1100110111111111110111110111110111111111011011111111010111000000000000000000000000000000000000000000000000,1,2,1.47337172433991,1.48031376112369,1.56142828637678,1.56854696842868
1100110111111111111101010111110111111101100101111111111111000000000000000000000000000000000000000000000000,1,2,1.43319833495705,1.43319833495777,1.58302155722002,1.60857643654376
1100110111111111111110111011101110111111111111111111111010000000000000000000000000000000000000000000000000,1,2,1.47701561282758,1.50495862166266,1.62217760253505,1.63244920599618
1100110111111111111110111111111101101111111110111101111011000000000000000000000000000000000000000000000000,1,2,1.42968088491829,1.45063286196241,1.55680365151484,1.56909187105378
1100110111111111111110111111111111101111111111011101011111000000000000000000000000000000000000000000000000,1,2,1.40061235628607,1.43149908959549,1.58743109486679,1.58743109485954
1100110111111111111110111111111111110111011111011111011110000000000000000000000000000000000000000000000000,1,2,1.41994602546598,1.44861827781562,1.56360645509379,1.56782700311002
1100111001011101101111111011111111101101111111111111111111000000000000000000000000000000000000000000000000,1,2,1.33526172616996,1.3352617261717,1.6959247153393,1.71614595109396
1100111001110101011111111111111111011111111001111111011100000000000000000000000000000000000000000000000000,1,2,1.3129404182476,1.32647040294775,1.60037332009565,1.60037332010648
1100111001111111111011111110011111110110111111010110110111000000000000000000000000000000000000000000000000,1,2,1.33050838338294,1.33424362163715,1.58016576632176,1.58016576632135
1100111001111111111100111111111111101011111101110111011111000000000000000000000000000000000000000000000000,1,2,1.37801934274343,1.39361323431487,1.55811514250175,1.580290364214
1100111010101111111111101110111111110111111011111111110110000000000000000000000000000000000000000000000000,1,2,1.35761303883385,1.3746392374247,1.57829012603384,1.58215195483812
1100111010111111011111011011110111110111111101111110011111000000000000000000000000000000000000000000000000,1,2,1.43320259599584,1.450206750932,1.63081472182724,1.66035371126409
1100111010111111110110111111111011111111111111111110111111000000000000000000000000000000000000000000000000,1,2,1.38772232404858,1.40783146347152,1.61449358496476,1.62717762376909
1100111010111111111110111111111111110111101011111101111111000000000000000000000000000000000000000000000000,1,2,1.38706344524997,1.40469601761674,1.63105692080899,1.64310750524909
1100111010111111111111101111111111111101110111111010111011000000000000000000000000000000000000000000000000,1,2,1.35987397194537,1.36151499118264,1.55439405497328,1.55439405494647
1100111011010111111111111111100111111101111101111111110111000000000000000000000000000000000000000000000000,1,2,1.36773667315744,1.3677366731583,1.54648640388851,1.56360577185883
1100111011011001011111111111111011111111101111101111111111000000000000000000000000000000000000000000000000,1,2,1.39632832074221,1.43658599806181,1.58726158999084,1.63589130762926
1100111011011101111011111111111111111110111101111101111110000000000000000000000000000000000000000000000000,1,2,1.38196428632569,1.45153547348357,1.58949178834485,1.61237593990612
1100111011101111011111101111111111111111111011101011101111000000000000000000000000000000000000000000000000,1,2,1.33573036483786,1.3631876608442,1.4729783570969,1.50821877805255
1100111011101111111010111111011111111010111110101101111011000000000000000000000000000000000000000000000000,1,2,1.38601844962216,1.42525767743865,1.5224989354299,1.52249893544344
1100111011101111111011110111111111011011110111111111111111000000000000000000000000000000000000000000000000,1,2,1.59414885398406,1.59989612614889,1.65726017718148,1.67581724813019
1100111011101111111111111011111111111101111011111011101011000000000000000000000000000000000000000000000000,1,2,1.36022720978144,1.36255209249613,1.53606527365319,1.54131768785274
1100111011110101011011111110111111010010111111110010111111000000000000000000000000000000000000000000000000,1,2,1.37054456329482,1.43238398411728,1.55003636157088,1.58898074404888
1100111011110111110011110011111011111101101111111011111111000000000000000000000000000000000000000000000000,1,2,1.45704289394624,1.45704289394838,1.72273099650939,1.73796546881633
1100111011110111111111011110111111111110111111111111111111000000000000000000000000000000000000000000000000,1,2,1.37550279909667,1.42588338278783,1.56743690096145,1.5960598411939
1100111011111001111001111011111011110011111111110111111011000000000000000000000000000000000000000000000000,1,2,1.55456186287886,1.66215261241986,1.83730731215807,1.84333078848238
1100111011111001111011110111111111110111111110100101111111000000000000000000000000000000000000000000000000,1,2,1.41017332873632,1.47514109400084,1.62062542355807,1.6390391188536
1100111011111011111111111111101101111111101101101011110111000000000000000000000000000000000000000000000000,1,2,1.40303494455895,1.44589376040665,1.54995037923878,1.55796857048442
1100111011111101111110111011111110011110111111111111111011000000000000000000000000000000000000000000000000,1,2,1.48474299888607,1.56082332904082,1.68108714369851,1.69005520731833
1100111011111101111111010101011110111111111101110101011111000000000000000000000000000000000000000000000000,1,2,1.25180656069415,1.29919994350204,1.54112350646055,1.57899203108416
1100111011111101111111101111011011111111111111111011110110000000000000000000000000000000000000000000000000,1,2,1.32119832265365,1.34573298056671,1.48252796520384,1.49217945855199
1100111011111111011011111101111111111110111111010101111001000000000000000000000000000000000000000000000000,1,2,1.37122670374936,1.42315300776875,1.59131627107504,1.59131627106729
1100111011111111011101111111110011111111101011111111111111000000000000000000000000000000000000000000000000,1,2,1.42139932865865,1.44310868254375,1.58259836664631,1.61012826269177
1100111011111111011101111111111111011110111011111111111111000000000000000000000000000000000000000000000000,1,2,1.41856261530544,1.48447012851098,1.59751166923221,1.62205998669696
1100111011111111011111011110111111011111111111111011111111000000000000000000000000000000000000000000000000,1,2,1.26529984676916,1.29769809443802,1.48973117486447,1.56412790003036
1100111011111111111100100111111111100111111111111111101111000000000000000000000000000000000000000000000000,1,2,1.40600622126115,1.43089560258079,1.54382720101065,1.56489772525331
1100111011111111111101110101111111111111111111101101011111000000000000000000000000000000000000000000000000,1,2,1.39587591540092,1.44154544752983,1.60214540518075,1.62744776529382
1100111011111111111110110011111111110111111111110110111111000000000000000000000000000000000000000000000000,1,2,1.50670594873511,1.5361134323204,1.64052323230666,1.66167621930541
1100111011111111111111110111111111111111010001111111111011000000000000000000000000000000000000000000000000,1,2,1.4458736362988,1.47764522802725,1.57654026338243,1.58586218527553
1100111011111111111111111101111111110111111101110101111111000000000000000000000000000000000000000000000000,1,2,1.42081128012831,1.45401106942069,1.57657350530897,1.60001456542464
1100111011111111111111111111111110111111101111111111010111000000000000000000000000000000000000000000000000,1,2,1.44073873346065,1.46789963582079,1.56248809216229,1.56973382621564
1100111100001110111111111000010111111111011011111011011101000000000000000000000000000000000000000000000000,1,2,1.29302654665332,1.2977984373915,1.5911984782379,1.59119847824454
1100111100011111111110111101101111111111110111111111101111000000000000000000000000000000000000000000000000,1,2,1.29585535979432,1.30690175598439,1.50553239031033,1.51264980810246
1100111100110101111011111111011110101111111011111111101111000000000000000000000000000000000000000000000000,1,2,1.21032461369814,1.21730550809792,1.45943791494305,1.47439846811006
1100111100111011111111111111111111111111111111111101010011000000000000000000000000000000000000000000000000,1,2,1.36686090067875,1.38565604014031,1.57501290501704,1.5750129050236
1100111100111101111011111111110101101111111111111111111111000000000000000000000000000000000000000000000000,1,2,1.36497842658036,1.36772527620771,1.66217515908771,1.67103633633551
1100111100111111111101011100111111001111011101111011110011000000000000000000000000000000000000000000000000,1,2,1.29382909589876,1.31539739274733,1.65774634293049,1.66616470781665
1100111101010111110111110111101111111101001010111111111110000000000000000000000000000000000000000000000000,1,2,1.43942407119025,1.43952150632963,1.60226332622509,1.61632455545772
1100111101101111101111111101111011111111110111111111101111000000000000000000000000000000000000000000000000,1,2,1.36582412819876,1.37203323585371,1.5519455689905,1.58337154095245
1100111101111010111111011111101111011111111110111111111111000000000000000000000000000000000000000000000000,1,2,1.34761135295738,1.36489257782934,1.58351914206907,1.60394056800393
1100111101111101101111111111111111111101011111111111011010000000000000000000000000000000000000000000000000,1,2,1.28386022538666,1.28433794125261,1.55652049694305,1.55743381223927
1100111101111110011111111011111111101111111110011111111111000000000000000000000000000000000000000000000000,1,2,1.41440885931379,1.43055861860056,1.68167966946744,1.68598467070823
1100111101111111010110111111111110110111111111111001111101000000000000000000000000000000000000000000000000,1,2,1.46177498394725,1.46197023531065,1.60060568205558,1.61965171381767
1100111101111111100111111111111011111011111111111011101111000000000000000000000000000000000000000000000000,1,2,1.42425711701756,1.42796301351731,1.53611627995482,1.55327773914626
1100111101111111101111111111111111111111111111111101110111000000000000000000000000000000000000000000000000,1,2,1.38834850478661,1.40034914189545,1.56660850645345,1.56660850642699
1100111101111111111100111111111110111101111111111111011111000000000000000000000000000000000000000000000000,1,2,1.3726756482212,1.37503405892886,1.59390754702933,1.61104651077024
1100111101111111111110111111110111111101111111111111110111000000000000000000000000000000000000000000000000,1,2,1.37479217937755,1.37479217937283,1.58826907277354,1.59780702026162
1100111101111111111111110111111111111111111111111111111101000000000000000000000000000000000000000000000000,1,2,1.41068401138338,1.41974192966863,1.5732307060516,1.5838287795115
1100111110000111110111111111011101101011110111011011111101000000000000000000000000000000000000000000000000,1,2,1.48770603693528,1.48782320823173,1.64409595226551,1.6443755161812
1100111110010101111111111111100110111111111111111101101111000000000000000000000000000000000000000000000000,1,2,1.34397286125847,1.34988195253582,1.46173515305766,1.46524329881241
1100111110011001110111111110111111011111011111111011111111000000000000000000000000000000000000000000000000,1,2,1.32154947020075,1.34606868598729,1.58182245648832,1.60990319523734
1100111110011111111111110011111110110111111111111010111101000000000000000000000000000000000000000000000000,1,2,1.51735253839955,1.5333635156938,1.66039605325214,1.66996121718164
1100111110101110101101111001101001110011100111111001001111000000000000000000000000000000000000000000000000,1,2,1.52438079744306,1.52673906425349,1.65911861377684,1.65911861377838
1100111110101111011111110101111111110111010111011111111111000000000000000000000000000000000000000000000000,1,2,1.48070831996295,1.49817187115668,1.68644624806478,1.69489009847586
1100111110101111111111100100111111101111101111101111111111000000000000000000000000000000000000000000000000,1,2,1.46565420342351,1.48395564837542,1.71118754903282,1.71763121136527
1100111110111011111111110111111001111111111111111111111101000000000000000000000000000000000000000000000000,1,2,1.43237194807725,1.44468843576286,1.59563110788455,1.60218008062834
1100111110111011111111110111111111111101011011111111001111000000000000000000000000000000000000000000000000,1,2,1.3709083843354,1.37441912132269,1.56072892531699,1.56975994089478
1100111110111111011111101110011111011111111111111011011101000000000000000000000000000000000000000000000000,1,2,1.27904290069205,1.29181627339791,1.40669941123401,1.40669941123532
1100111110111111101110111110011111101111111111111110111111000000000000000000000000000000000000000000000000,1,2,1.30026716297303,1.31636319233816,1.61220403708182,1.63577013570531
1100111110111111101111111111111111111111111111111111111111000000000000000000000000000000000000000000000000,1,2,1.40006043507315,1.41704862351164,1.59798117773712,1.61318436516462
1100111110111111111111101111111101110111111111110111111110000000000000000000000000000000000000000000000000,1,2,1.47656743278121,1.4785571032472,1.58089202271219,1.5875738209035
1100111110111111111111110001111111111111111111111101111111000000000000000000000000000000000000000000000000,1,2,1.47823641724971,1.49792013800525,1.68367135827751,1.69415136656158
1100111110111111111111111101011011111011100011101110101111000000000000000000000000000000000000000000000000,1,2,1.42231964932306,1.42715800819878,1.63389428428256,1.63389428427477
1100111110111111111111111111011111111111110110111110001111000000000000000000000000000000000000000000000000,1,2,1.24026060706392,1.25145193141711,1.39582976484227,1.41292779999328
1100111110111111111111111111111101011111111101111111111111000000000000000000000000000000000000000000000000,1,2,1.42740289461227,1.43812974989809,1.60310480495997,1.61501841368394
1100111110111111111111111111111111111110001111111110110111000000000000000000000000000000000000000000000000,1,2,1.40991570589396,1.42657626288572,1.5943211817118,1.59848862452537
1100111111001111011111111111101101111111110110011111111011000000000000000000000000000000000000000000000000,1,2,1.40400411946223,1.41488314021628,1.65991773526083,1.65991773526288
1100111111001111101011101011011101111111111011111111111111000000000000000000000000000000000000000000000000,1,2,1.46796171049639,1.49391212995323,1.64002324438488,1.70011283779765
1100111111010111111110011111111111011111101101101111101110000000000000000000000000000000000000000000000000,1,2,1.32070397689011,1.33708730417244,1.39896456577391,1.41666259160806
1100111111010111111110111101111111111001111111101111111101000000000000000000000000000000000000000000000000,1,2,1.43703936008002,1.44462615992811,1.59237592746934,1.63406302760317
1100111111011011110111111111111010101111111111111110011111000000000000000000000000000000000000000000000000,1,2,1.51788941502702,1.51808909077444,1.5821641328208,1.60678149775622
1100111111011101111010111101111011111111111011111101101111000000000000000000000000000000000000000000000000,1,2,1.36424213304932,1.37969858730172,1.55592651153096,1.59848870002778
1100111111011110111101111111111111110110111011111011111111000000000000000000000000000000000000000000000000,1,2,1.42705921976092,1.45523469280391,1.60127502408267,1.63330938239093
1100111111011111001100011111110111110111011111111111111011000000000000000000000000000000000000000000000000,1,2,1.44024952922055,1.45011835435332,1.58726130744209,1.64555257020931
1100111111011111110111111111110111011110011101111111111111000000000000000000000000000000000000000000000000,1,2,1.46585850633293,1.46585850632758,1.56552204211272,1.59752187213404
1100111111011111111110100111111011111111111111001111101110000000000000000000000000000000000000000000000000,1,2,1.34640785493597,1.35240840957661,1.48222684809358,1.48225709029017
1100111111100011111011010110111111111111111010111011111111000000000000000000000000000000000000000000000000,1,2,1.33148120395791,1.36544670159196,1.54145473767584,1.5926327141257
1100111111100110111001010110111111100111111111101111111111000000000000000000000000000000000000000000000000,1,2,1.40040426026247,1.43328475619566,1.60686160342417,1.65475052452727
1100111111100110111111111111111111111111110111111110111101000000000000000000000000000000000000000000000000,1,2,1.3937055521856,1.41527761185721,1.53765878323506,1.560846589559
1100111111100111111111110001111111110110100111110111101111000000000000000000000000000000000000000000000000,1,2,1.49619261811085,1.52200698273579,1.61071703795207,1.63283027594356
1100111111100111111111110111011111111101111111111010101111000000000000000000000000000000000000000000000000,1,2,1.2620770368347,1.2650544985576,1.37103681306435,1.40967229308747
1100111111101010100111111011101010111111111111111111111111000000000000000000000000000000000000000000000000,1,2,1.50671810954292,1.52564070239624,1.65258124109561,1.67455361722503
1100111111101011011011111110011110111101011101111111101111000000000000000000000000000000000000000000000000,1,2,1.25958081620684,1.26486662264801,1.42442573284813,1.46451528899925
1100111111101011111101111111111111110111111111101111110111000000000000000000000000000000000000000000000000,1,2,1.41854390599321,1.444734022743,1.562285559799,1.57223037802542
1100111111101101111101111110111111101111011101101101101111000000000000000000000000000000000000000000000000,1,2,1.35303322323282,1.38026270410396,1.54399909284478,1.57630959413821
1100111111101110111111101010111111111011110111011101110111000000000000000000000000000000000000000000000000,1,2,1.56502466407251,1.58914322714646,0,0
1100111111101111011111111111101111111110111111111011111111000000000000000000000000000000000000000000000000,1,2,1.39542454651665,1.41523941054056,1.52488511260655,1.55477205064959
1100111111101111101111111111011111011011111111111111111111000000000000000000000000000000000000000000000000,1,2,1.41526369893773,1.43165250090105,1.54392507327626,1.58980602374081
1100111111101111110010110111111101111011011110110111111111000000000000000000000000000000000000000000000000,1,2,1.62405595305935,1.62502842025787,1.67028117351244,1.69178818126263
1100111111101111111010111101111111011111111111111111111111000000000000000000000000000000000000000000000000,1,2,1.40410695294405,1.43424113574144,1.59695797591514,1.62923947916041
1100111111101111111111011111111111111111101111101111010001000000000000000000000000000000000000000000000000,1,2,1.33171568551512,1.34538405596361,1.39317914683193,1.39618856178282
1100111111101111111111111001110111110111011001011101111111000000000000000000000000000000000000000000000000,1,2,1.52075128553868,1.53189759962914,1.70259383964066,1.702593839633
1100111111101111111111111111111111011111110111110111111111000000000000000000000000000000000000000000000000,1,2,1.41753975275131,1.43735829502576,1.54972688468244,1.57883578662752
1100111111110011111010111111101111111111111111101011101111000000000000000000000000000000000000000000000000,1,2,1.2584492068559,1.28117090279583,1.32291755492205,1.32480891815517
1100111111110011111110111111011110111110111110111000111111000000000000000000000000000000000000000000000000,1,2,1.35793054523764,1.38578970362215,1.55204485237592,1.58260973649044
1100111111110011111111110011111111011111101111111001111111000000000000000000000000000000000000000000000000,1,2,1.48400855955216,1.51655846388123,1.64308907949993,1.6620869690688
1100111111110011111111111111111110111110110111111111101110000000000000000000000000000000000000000000000000,1,2,1.34277288703018,1.35830826366141,1.4297705955949,1.43581603377435
1100111111110100111110010111010111101111110111111111111110000000000000000000000000000000000000000000000000,1,2,1.30712204984848,1.31232179306562,1.49788593809672,1.53627090453997
1100111111110101001111111111111111111111111111111111111111000000000000000000000000000000000000000000000000,1,2,1.39831652390193,1.42224050990752,1.57360642537907,1.60165259436013
1100111111110101111111111111101111111111110111100111111111000000000000000000000000000000000000000000000000,1,2,1.38854782797338,1.41106495971528,1.53820616511328,1.55744719993213
1100111111110111011111001111110110110111111111000111101101000000000000000000000000000000000000000000000000,1,2,1.35804905652228,1.36140204013813,1.37626285356234,1.37626285356282
1100111111110111011111101111111111111011111110110111110001000000000000000000000000000000000000000000000000,1,2,1.44435433679616,1.46276103121096,1.54712164733055,1.55901366185171
1100111111110111110110111111111111111111001111011110111011000000000000000000000000000000000000000000000000,1,2,1.40016500116217,1.42711572190835,1.52719076034099,1.52719076033882
1100111111110111110111110111001011111111110011101111110101000000000000000000000000000000000000000000000000,1,2,1.37079107409789,1.37880580895652,1.46748364010741,1.47684943074549
1100111111110111111011110111101111111011111110100011111110000000000000000000000000000000000000000000000000,1,2,1.582298202404,1.58450225447702,1.63360231732711,1.64499567545525
1100111111110111111011111111010111111111110011011111111111000000000000000000000000000000000000000000000000,1,2,1.37737461113773,1.38965187566796,1.55660076307983,1.56290046736091
1100111111110111111110111010110111101001111111111110111111000000000000000000000000000000000000000000000000,1,2,1.5507116626834,1.55071166268557,1.70771053013306,1.72801794394729
1100111111110111111110111111111111111011110111111111101111000000000000000000000000000000000000000000000000,1,2,1.4289453103591,1.44874947452551,1.55227925119523,1.57019486052592
1100111111110111111111111101110111110111110111110111111011000000000000000000000000000000000000000000000000,1,2,1.46252336319102,1.47211645884743,1.57785369616294,1.58967678350405
1100111111110111111111111111100111110111101101110111111110000000000000000000000000000000000000000000000000,1,2,1.45910094798839,1.46698508116917,1.5531762763381,1.5692193609054
1100111111110111111111111111111111111111011111111111011111000000000000000000000000000000000000000000000000,1,2,1.41472348005875,1.43882670485834,1.54443208891621,1.5627590663537
1100111111111001111011111100111111111111000111111110100110000000000000000000000000000000000000000000000000,1,2,1.31567267419495,1.37006678786909,1.57583328117175,1.58007368620393
1100111111111011011111100011111111111111111011111111111100000000000000000000000000000000000000000000000000,1,2,1.47761842037729,1.50812449265652,1.62856524299712,1.64573904754775
1100111111111011100111111111101111110101000111110111111001000000000000000000000000000000000000000000000000,1,2,1.42115786447995,1.42739342057129,1.54753897225402,1.55560795934269
1100111111111011101001101110111111111111111111111101111111000000000000000000000000000000000000000000000000,1,2,1.36962462612786,1.41121402930727,1.58844560833444,1.61807537337244
1100111111111011101011111111011111010101110111011111010111000000000000000000000000000000000000000000000000,1,2,1.3279829718895,1.32798297185364,1.52740622163327,1.52740622163741
1100111111111011110111101110111111011111101111101111101011000000000000000000000000000000000000000000000000,1,2,1.34465978367326,1.37166705467534,1.47624011486842,1.48882479735194
1100111111111011111011111111111110111110111011110111111110000000000000000000000000000000000000000000000000,1,2,1.36957460124176,1.39807112815254,1.55250953394961,1.57341159754302
1100111111111011111101111111100101101011111111111111111111000000000000000000000000000000000000000000000000,1,2,1.50510712174729,1.51186705545309,1.60427691756144,1.61866448879701
1100111111111011111110111111110011110110111011111111111110000000000000000000000000000000000000000000000000,1,2,1.45233446539249,1.46296387130332,1.56764345485659,1.58475875331577
1100111111111011111111101111111111111111111101110111111011000000000000000000000000000000000000000000000000,1,2,1.4024943429239,1.42910433669991,1.5427366580321,1.55451379935961
1100111111111100111010111111111111110111111010111010111101000000000000000000000000000000000000000000000000,1,2,1.3890423155547,1.41635302282712,1.60778477964238,1.62465332857097
1100111111111100111111111001111011011110111011101111111110000000000000000000000000000000000000000000000000,1,2,1.45647679201003,1.47560182110388,1.61515337936196,1.64127274827804
1100111111111101011111111111111111111111111111111111101111000000000000000000000000000000000000000000000000,1,2,1.3699995241998,1.38924798169881,1.5179112062329,1.53986021916699
1100111111111101011111111111111111111111111111111111111111000000000000000000000000000000000000000000000000,1,2,1.40071933395792,1.42227226089294,1.57306538703626,1.60012731272515
1100111111111101101111001110111111111101111011111010101111000000000000000000000000000000000000000000000000,1,2,1.17249268500825,1.17531432738738,1.34262368345042,1.41314470365334
1100111111111101101111111011111111111110111111101111111111000000000000000000000000000000000000000000000000,1,2,1.4512745425879,1.48533739086042,1.630758478353,1.65359018461054
1100111111111101110101111110101111101100011110101111101010000000000000000000000000000000000000000000000000,1,2,1.35316886947417,1.37649344256616,1.63188777129514,1.64264289753048
1100111111111101111011111111101111101101111111011101111111000000000000000000000000000000000000000000000000,1,2,1.39329105360016,1.40177886054862,1.59725172881235,1.59725172880451
1100111111111101111101111111111100111111101011111111111111000000000000000000000000000000000000000000000000,1,2,1.39003457426408,1.40754485564189,1.60219862036764,1.62664803516836
1100111111111101111111011111111100100111111111111100111001000000000000000000000000000000000000000000000000,1,2,1.46978906611335,1.47477191050939,1.54104204712581,1.54128766926431
1100111111111101111111101101111011111101011011111111101011000000000000000000000000000000000000000000000000,1,2,1.35708993389932,1.35730418509069,1.52121754692852,1.53247961196005
1100111111111110101111111111011010111111010110111101111111000000000000000000000000000000000000000000000000,1,2,1.39953132808421,1.40979119626909,1.54323026297599,1.57335771004572
1100111111111110111001101101101111101110111110111011101111000000000000000000000000000000000000000000000000,1,2,1.00000000011569,1.00000000012438,1.00000000014887,1.00000000015199
1100111111111110111110111111111111111101111110101111111011000000000000000000000000000000000000000000000000,1,2,1.32894067004666,1.33261505271871,1.52584728331818,1.55616226812975
1100111111111110111111011111111111101011011101111110110111000000000000000000000000000000000000000000000000,1,2,1.46063681829729,1.47745823939194,1.59023832967902,1.5988539271033
1100111111111110111111100111001111111111111111111111001111000000000000000000000000000000000000000000000000,1,2,0.999999999239333,0.999999999221693,0.999999999100036,0.999999999081582
1100111111111110111111101111101011110011100111111011111111000000000000000000000000000000000000000000000000,1,2,1.50693513009615,1.51339025247072,1.5965182080626,1.60761122061791
1100111111111110111111110111101011010111110111101011111101000000000000000000000000000000000000000000000000,1,2,1.4480168160354,1.4534896698799,1.5404637898168,1.55897065456292
1100111111111110111111110111110111011111111111110111111111000000000000000000000000000000000000000000000000,1,2,1.46334587392802,1.46334587392253,1.58707698145914,1.60777515425383
1100111111111110111111111110110111110111111010110111111111000000000000000000000000000000000000000000000000,1,2,1.42998126674126,1.44123180491827,1.61438474473084,1.63738190591767
1100111111111111001111110110111110111101011101111111111111000000000000000000000000000000000000000000000000,1,2,1.42652367976512,1.4310981201036,1.5904960911717,1.62050351728759
