binary,Inlet_1,Inlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6
1011111111101110111111011011110111110101111111111100111011111111011110011011111111111111110110011111111101,1,2,1.46095079368774,1.49356742131464,1.5390921347457,1.55724919085347
1011111111101110111111111011110111111111111101111101110101111111011111011001101010111111111101100101010111,1,2,1.43678931030839,1.46470932749836,1.50799467306615,1.52982146113138
1011111111101110111111111111111101101101101011111111111111111011111111111111111101111111111111101111100011,1,2,1.46878248307303,1.49625296791881,1.53131032808987,1.55251683827991
1011111111101111001111111110110101111111100111111110011110111010010111111111100111100011111011011111111111,1,2,1.45743517810468,1.47641111447161,1.51579597320365,1.53729622114844
1011111111101111001111111111110111111011111111111111110011111111100101001001111110011011011011101111101110,1,2,1.46473524706274,1.48287609647396,1.52354526582363,1.54775787609531
1011111111101111010011111111010101111111111111110011110110111111111111110111101101111110111111111111110011,1,2,1.4046849350951,1.42999087556769,1.46603643973139,1.48395263930388
1011111111101111011001101111111000111111100111111111011011110011111100111111011010111111111111011111111110,1,2,1.4565464248009,1.4781593050372,1.51531003560972,1.53158229571837
1011111111101111011011111111110111111111111000011101111111111111011111111111111111111011111111111111110111,1,2,1.46029723802082,1.48663054033166,1.522891444201,1.54678947296831
1011111111101111011100111111101111110111110111111111111111111111111111111111111101011011111111110111111111,1,2,1.45481309965566,1.48332556394871,1.52107738446628,1.54400746473223
1011111111101111011111011110111111111001111011011111111110111011111111011111111111111110100101111111111101,1,2,1.51690764229716,1.54740786818185,1.57897207322101,1.59964394308331
1011111111101111011111111111111111011011111111011101110111111111111101011111111111100111111111111111011101,1,2,1.46903757788715,1.49347962833326,1.52748283017551,1.5481425218855
1011111111101111100111101111111111100111111101110101111111111110111111111100100011011111111110110111100011,1,2,1.44150160032666,1.46736038100989,1.49758666033916,1.53700184960435
1011111111101111100111111001111111111111101100111011111101111111111111111011110111110111110101110011111111,1,2,1.46081449821632,1.49774674680727,1.54118627707178,1.56369877790988
1011111111101111100111111110111110011101111111111111111111111101001111111011111101101110001111110110011011,1,2,1.45257393129735,1.50524725066375,1.54316287166614,1.56798910193152
1011111111101111100111111111111111100111011111111111011011111110111111111001111011110011111100011110001101,1,2,1.46001811474476,1.48877913481187,1.52023672370175,1.53498914992524
1011111111101111101011111101100001111011110101111111111011101111111111110101010111111111101111111111101110,1,2,1.47779705300276,1.49647386735487,1.52516738367762,1.54863459010444
1011111111101111101110011111011101111010111111011011110011111111111000111011111101111111011011111111100110,1,2,1.4228707090651,1.45412319550304,1.49500746400365,1.51200334918984
1011111111101111101111111111111110110110111111111111111111101111000111111101101111110101110111111111110111,1,2,1.45137639225437,1.48816620185847,1.5164904114014,1.54171130663641
1011111111101111110111101111111111111110011111111010111111111110111111011111010110111110101101111001111101,1,2,1.46125147243807,1.49520798712083,1.53102032527872,1.5549713724571
1011111111101111110111110111111111110111011001101111111111001001111110111111011111101011111110111011111111,1,2,1.48853023446629,1.51745769774339,1.54872973852924,1.57020599594718
1011111111101111110111111011111111111111111111111111100110111010111100111111111111110111101111111101111111,1,2,1.51107517277477,1.54267279140901,1.57895381880868,1.59711965647034
1011111111101111110111111101111111111111111111100111001110111101111101111111011101111111111011111011111011,1,2,1.42380418361337,1.45912093851387,1.49390874351751,1.51644302921257
1011111111101111110111111111111111101111011111101111111111111111111111111111110110111110111111111011011111,1,2,1.45758293232655,1.48742914579997,1.52026966930438,1.54316916084579
1011111111101111111010111111111111111111111110111111101111111111111111111111101101111111111111111111111111,1,2,1.4198869109688,1.44663634395725,1.48134260167135,1.50353351210793
1011111111101111111011101111111011111110011111111110111110111110111111111111110111011111111111111111101111,1,2,1.4560348550958,1.4827290144112,1.51597969711083,1.53757015264511
1011111111101111111011111101111111111111101111111111111011111111111111101111111111111101111111011111110011,1,2,1.4503484786689,1.49264649271888,1.52816750464727,1.53772613483678
1011111111101111111011111110111111111011111111111111011111111111111011101111011111111011111110111110111010,1,2,1.45519213828606,1.48200006845803,1.51975389901598,1.54245640211793
1011111111101111111100011111111111111010111011111111011111111111111001011111110101011111111111111011111110,1,2,1.44510934601173,1.47216173540582,1.51269895514451,1.53852604663238
1011111111101111111100111101111111111111101101111110011101111111110001111111011111111111101101111111010111,1,2,1.44841645404008,1.47847366403747,1.52776075992835,1.55193231900544
1011111111101111111110011111111110111111101110111011111101111101111101111111111111111111111111111011111010,1,2,1.44199744220549,1.47597092217845,1.51208859756783,1.53195810799651
1011111111101111111110111011011111110011111110111110111110111101111111111111100110101111111010110111111100,1,2,1.37107618825682,1.40263362216844,1.43302590540894,1.45106408665029
1011111111101111111111011001111111111100111111111110111111111111111001101111110101111101111111111111111111,1,2,1.44938294327752,1.50468774064399,1.53139889444243,1.55716965048613
1011111111101111111111011110111111111111111111111011101011100011111111011111110100101111111111111110101101,1,2,1.43843733109008,1.45882351315198,1.49027605070893,1.50993910242022
1011111111101111111111110011111101011110011001101101111111111001011101111011110101111111111111101111111110,1,2,1.48786156898507,1.51948591217399,1.55067237475869,1.57119659510161
1011111111101111111111110111111101011111111110011010110111110111110111101111111101111101111111110111110111,1,2,1.46443345900986,1.49367154433355,1.52317979263899,1.53816428268848
1011111111101111111111110111111101111101101111111011011011111111011011111111111111111111011101111101011011,1,2,1.46595647719403,1.49494955870136,1.52769490218625,1.54146521327452
1011111111101111111111111011101111111111011111111101110110110101101111111110111111011101111001111111110011,1,2,1.46127397321911,1.51878268516518,1.54696084759987,1.55891905091384
1011111111101111111111111011110100011111101110011111111111111111101111111101111110111011111011101111111111,1,2,1.4929977056621,1.52038283475448,1.55502930914818,1.5830656948391
1011111111101111111111111011111111011111011111011111100110111011110101111111111111011111111111011111111101,1,2,1.46852253982953,1.49248026905499,1.53291340999568,1.54751401509564
1011111111101111111111111100011001111111000111101111111111111110111111111011111111111101111010110111111111,1,2,1.44743539256773,1.49801694643714,1.53538153603958,1.56075869339761
1011111111101111111111111101111111011111111110111011111101110101111101110110110010111111111100101011110011,1,2,1.43739943137419,1.47921410053117,1.52066820916926,1.55264326403768
1011111111101111111111111101111111111101111110111011111111111111111101111111111100111111011111111111101011,1,2,1.44856729466782,1.48072109732765,1.51632557848275,1.53815132926918
1011111111101111111111111110111111111111111111111111111111010111011111111101111111111101111111110110111111,1,2,1.45057952422501,1.49099998322504,1.52053339361602,1.54840767445836
1011111111101111111111111111011111111111110111011111111101101111111111101110100111111111001111111101111111,1,2,1.41986619367859,1.44655841879137,1.48384532848382,1.51330185198693
1011111111101111111111111111101111111111111111110111101111111010111111111100111110111110111111111111111101,1,2,1.44141593979877,1.46684441145831,1.49343713306389,1.51710807506979
1011111111101111111111111111111111110111111011111111111111111111111111011111110111110111111101111111011101,1,2,1.46428813285923,1.49039411626543,1.52594787082442,1.5480120997613
1011111111101111111111111111111111111101111111110111111101111100111110011111111111001111011111111111011110,1,2,1.44448159549747,1.47972871278753,1.51328515093799,1.5328828685948
1011111111101111111111111111111111111110111111010101111111111101101111111111111111111111111011100110110011,1,2,1.45178521053545,1.49179523366054,1.52899866185469,1.54961912008183
1011111111110000011011101111111111111111011101011111111111111110101011111111111101101011111111111111111111,1,2,1.45173264030905,1.48556513743151,1.52711824984041,1.55097371748074
1011111111110001010111111111111110111111110111111111111111100111100101111111111011110110111011111111111011,1,2,1.45718482506156,1.48799733173482,1.53304635744187,1.5534983052846
1011111111110001111101111011110111111111111111111111110111101111111111111111011111111111110010111111001111,1,2,1.46100554479109,1.49847833826668,1.54533638029136,1.56410950265368
1011111111110011111111110011111111111101111111111010111111110110111011011101111111111111111110111111111111,1,2,1.46954636739853,1.50100556336141,1.53820332687417,1.56566227584
1011111111110100111111101111110101011110011111111111011111111111101111011111111110111111011111101111111111,1,2,1.46299695159263,1.48837668644959,1.52887622536458,1.55070925266302
1011111111110101010111111111101111111101011111111110011101111010110111101010100111101111101111111111111111,1,2,1.44890464118252,1.47326685009931,1.50813188314221,1.53232269831226
1011111111110101110111111101110011111110111111111000111111110111111001111110111111011111111111111111111111,1,2,1.4552127566527,1.47990536536814,1.51991338204619,1.54454560027967
1011111111110101111110011010111111111101101111111111111111011111111111010011101111101011111111101101101110,1,2,1.41312655808145,1.44969604066804,1.50072868639262,1.5328715907343
1011111111110101111110111111111101110011111101001111011111111011111111111111001101011111110111111111011111,1,2,1.45985936632962,1.48231200226947,1.51387924118574,1.53409980720189
1011111111110101111111011110111011110111111111011111111111011011111111110111111100100100111111111101111111,1,2,1.48005702038443,1.5080119596511,1.53531939698025,1.55734376903186
1011111111110101111111101110101001111111111111111111110011111111111010101111110101111101111111110011111111,1,2,1.43661938145868,1.47776449705123,1.51634114642449,1.53555633844599
1011111111110101111111111111111111011110111111110111111111111111111110111111111011111111111110101111111111,1,2,1.45359753738632,1.48548321267553,1.52480699116259,1.54633568971935
1011111111110110011010101101011011111011111101111111111111100111101010101011111111110010111101111110101111,1,2,1.4657263844595,1.494282763037,1.54348360732905,1.57419020591027
1011111111110110011111111011001111001110111111111111111111101101111111111111111111111101111111010111111111,1,2,1.43571085172146,1.49034937150542,1.52787692888528,1.5479933907854
1011111111110110011111111111111110100101111001111111111001001111111110111111111111111110110111111100111110,1,2,1.45540489245201,1.48747616837268,1.52063765536004,1.53914323444461
1011111111110110101010110101010110111101110011111111111111011111111100100111101101110101111111111111111111,1,2,1.3979590171431,1.45339730063439,1.48809743127852,1.52061503241496
1011111111110110101111011011111111111110101111111111100011111111111111111111111111110111111111111111111101,1,2,1.46027595533694,1.4902970231242,1.52573167955819,1.54230081516031
1011111111110110101111111111001101111110110111111111101110101010111111111001111111111111111111101111111101,1,2,1.42789159521806,1.45098038740357,1.48408845998993,1.50859678184934
1011111111110110111011111111111111111111111111001010111011111111101101111011111001010110111111111111111110,1,2,1.43620178208931,1.46703367456168,1.49820073106013,1.51517139318584
1011111111110110111101111110111111011100111101110110111111111110011011111111111101111111111111111011111110,1,2,1.43379563748932,1.46799032936049,1.50853930254062,1.53208160748056
1011111111110110111111111111101111111110110101111011110011111111111101111111011110111101011110101111101111,1,2,1.43807093989624,1.48357215027849,1.51686832444909,1.53417958341318
1011111111110111001111110111111111111111101101010011101111110111111111010110111111111110111111111111001111,1,2,1.44328402503227,1.46741679744056,1.50145529029611,1.52845306889279
1011111111110111010111111011111011111111111111001101111111111111111111010010011110001110111101111111111111,1,2,1.46520392354671,1.49018302741216,1.52725055813123,1.55798528270863
1011111111110111011111001111110111111110011111101011111011011100011111111101111011111101111101111101110111,1,2,1.43960563521786,1.49293421610375,1.51794971981872,1.54128476091422
1011111111110111011111011110110111010111111111111111111011111101111011110111111111110011011101011110101011,1,2,1.45682748237111,1.49608188669187,1.53897396483324,1.55507093274463
1011111111110111011111011111000111110111111111111101111111101111001001110101011110111111011111111111101110,1,2,1.39549848195689,1.41941731045885,1.45468910253994,1.48853867963206
1011111111110111011111111100101100111111111111111001111011111101111111011111110111111111111111111111111111,1,2,1.44699926798576,1.47811873499008,1.51488266357829,1.53750293979936
1011111111110111011111111101111110110111111111111111110110001110111111111111111111010111101101111000111111,1,2,1.47947310668246,1.51551963092234,1.55362631641709,1.57413115422002
1011111111110111101011111111110101111111111010111010110011111110111110111111101111111111111111111010101111,1,2,1.44179911685017,1.46687377175077,1.50262950413722,1.51969271909397
1011111111110111101111011111011111111111101101110101101010100111110111011101111111111111111111111111100111,1,2,1.40754089692376,1.42786878230154,1.4649050084536,1.49086974664069
1011111111110111101111111011111111011011011111101111111101111111111111011111101110111111111111011101101101,1,2,1.4579646305831,1.48388681695105,1.52195688845521,1.53768525443547
1011111111110111101111111101111101111111111111111111111111101111111101111011101111111111111111111110111100,1,2,1.42952354631034,1.45438318808007,1.49077263560032,1.5120858404771
1011111111110111101111111111011011111111111111110110101111111111110111110111011111111111111011011010101111,1,2,1.40122105730069,1.42522371376466,1.47592636511913,1.50193055352843
1011111111110111110111011101111110101111011101110110110010110111111111010011110111110111111111111111111111,1,2,1.4511983735611,1.47611153865711,1.51256620218648,1.52984945829458
1011111111110111110111111010111111111111110111110111111110111111111111111101101111011110001111111111111110,1,2,1.46657764471182,1.50301609416769,1.53484202117634,1.55745776276483
1011111111110111111001111111111100111111111111110010111111101110111111111111111101111110111100111011111111,1,2,1.46498357211173,1.4994866225428,1.53809841445664,1.55918093211044
1011111111110111111011110111101111111111111111111011101111111111011110011110111111110111010101111011111101,1,2,1.4477833524745,1.48026598151169,1.51729739665902,1.53712275780237
1011111111110111111011111010110111111111101101111110011001101111111101100111111111001111111111111111110111,1,2,1.45990170785916,1.48197787782367,1.52081514786962,1.5415991053779
1011111111110111111101010101110111010111111111111111111111111101111111100100111111011111111111011100111011,1,2,1.4534159928416,1.4816882200285,1.52489973316964,1.55883302867532
1011111111110111111101111101110111110110111100110101111011111111110110111111111110111111111111111011110100,1,2,1.44108293178605,1.46754940164308,1.51124061416242,1.53036594775063
1011111111110111111101111111101011111111111101111111011011111111010111111111110101011011011011111111001111,1,2,1.45186759118242,1.47692912844698,1.51429216359699,1.53050186807533
1011111111110111111101111111101110101111110111111111111111110111111111111100111111110110011111011111111001,1,2,1.46507473759716,1.49363966534733,1.52549732891071,1.54602397333588
1011111111110111111110101011101110110110111110111111111111110111111111111011111111011111111110001111111100,1,2,1.45393837099563,1.48074814160405,1.51906480871107,1.53364776506117
1011111111110111111110111001101111111111010101111111111111111111111011111111111001111111111110111111011110,1,2,1.44512531945526,1.47623797961298,1.51482322130596,1.53436635442696
1011111111110111111110111011110111010111111011001111011111111111101111101110011110111010111110101111111111,1,2,1.47131710095025,1.49984644356234,1.53717674966029,1.56449656881286
1011111111110111111110111111011101101111111111101111101111111111011111111111111111011100110111111111101111,1,2,1.41524769012301,1.45931858456488,1.48911242741778,1.51052933564349
1011111111110111111110111111110111101111111101111111111111111111110111110111111111110111010111111111011111,1,2,1.45915361528283,1.48461472693295,1.52812230322556,1.54951083325184
1011111111110111111110111111111111111111111011111111010011111111111111111111110101100111111111101011111011,1,2,1.45262299149988,1.48178992907012,1.51704004072253,1.53145181360236
1011111111110111111111010110101111111001111111111111111101111110111101110011111111111111011111101011001110,1,2,1.42481480237146,1.45715222155143,1.4964357605222,1.51760643493103
1011111111110111111111011111011111110111111111111111111111101111111111111111101111111111111111111111111111,1,2,1.40720283060575,1.43370797471421,1.47267821444848,1.49948139917957
1011111111110111111111011111101101111111111101111111101111111011111110110000101100111101111111111011111111,1,2,1.38828486222279,1.41869557434751,1.44327146084425,1.47155679029107
1011111111110111111111101011111111010001011111111011011111111110111111111101111110101111010101111111111111,1,2,1.49329542935424,1.53121008892839,1.56113060628234,1.5819256352862
1011111111110111111111111011111011111011011111101111011111111111111111110111011111111111111110111111111111,1,2,1.48113907764612,1.50655083608669,1.54115697041387,1.56310370865984
1011111111110111111111111101101111110011110111011111111111111111111111101010111111111111111111111111111111,1,2,1.45923578706188,1.48577946552747,1.52222893755486,1.5472934451964
1011111111110111111111111101111011111111111111111110111111111111111101011111111110111111110111110111111001,1,2,1.45213614200398,1.4798430084571,1.51985240175152,1.53926515980015
1011111111110111111111111110111111111111111011110111110111111100111111110100001110111111111110101011111011,1,2,1.40656904512587,1.44482104437642,1.48461982615851,1.5176732149141
1011111111110111111111111111011111001111111111110011011011111111111101111010111110110010111111111111101110,1,2,1.41682198624985,1.44555680637207,1.47910171053214,1.5004700805016
1011111111110111111111111111100101111111111011010111101111100111111111111111111111111111111111111011111111,1,2,1.46094374804751,1.47673349959599,1.50641905288112,1.52537101263847
1011111111110111111111111111110011111111001110110101111111111110111111110111101111111111111111110111111111,1,2,1.44622080974465,1.47007908391059,1.50663507729792,1.52928331403331
1011111111110111111111111111111111101111101111101011111111100111110111111111111111101111111111110111111111,1,2,1.46520821502359,1.48740805889156,1.52459663380412,1.54536764769594
1011111111110111111111111111111111111101101111111110111101111110111001101111011001111111111111010111111110,1,2,1.43260252237792,1.46084840435059,1.50022816664699,1.51853956891946
1011111111110111111111111111111111111111111101101111111101110111111111010101111111011111111101001111011101,1,2,1.44937059760691,1.47483535486068,1.51458168231217,1.53609354818041
1011111111110111111111111111111111111111111111111101111110101111111111110111001010111111111101111110011111,1,2,1.42509491386264,1.45121606782434,1.48682716880878,1.51050900124117
1011111111110111111111111111111111111111111111111111111110111001101111111111110001111111111000111111111101,1,2,1.46178161608075,1.49861020082139,1.53239283029562,1.55082597756467
1011111111111000111111111110111111111001110111111111111111111001111110111010110111111011111011111111001111,1,2,1.4647032534367,1.50480983559695,1.54282038022188,1.56903726216858
1011111111111001001111110110111110111101111111111111111111111110011111111110111111111101111101111111111101,1,2,1.44362733455364,1.50489897955718,1.52978583726382,1.55308913582188
1011111111111001010110101111011111111111011111101011111101111110111111111011011111110011111010100111110000,1,2,1.41783548554269,1.45313667161998,1.49619727325864,1.51526352114259
1011111111111001011111111101100111101111011111111011111111111111111111111111101111110111111010111111011111,1,2,1.44316334254469,1.47512830432294,1.51765137331494,1.54128018425
1011111111111001111001111111111111011111111011111111111111111011111110111111111011011101110101111111111110,1,2,1.44600593256998,1.50115896791645,1.53557014304172,1.55444826463109
1011111111111001111011111101111111101111111110111101111111111111111111101110101111111111110111001101110111,1,2,1.43344394584112,1.46674943908032,1.51953695664726,1.54385984096152
1011111111111010000111111111011100111110111111111111110001011111111011111110011011111111101111001110011110,1,2,1.4349977427118,1.46193797450806,1.50574657357805,1.52602596071105
1011111111111010011111011111111111101111001101111011111111111111110111110111111111111111100111110111111110,1,2,1.45626076606285,1.48565738378506,1.53244341795261,1.55489006188112
1011111111111010011111111111111110111111111111111011111011101010111111111110101111101111111111011111111111,1,2,1.45227597949222,1.47547739665071,1.51425771551423,1.53485040545144
1011111111111010011111111111111111111110110111111111100111101111111111111111101101111101111110111111111111,1,2,1.41872511893186,1.45881265088116,1.48818051928043,1.50636602454339
1011111111111010101111110111101111111111111111111101111101111111111111111111110111100101101101111111111111,1,2,1.47369838665571,1.51521976542776,1.54234192368996,1.56071415572198
1011111111111010110111101011111111110111111110011111111110101111111111101110011001110011110111111101110111,1,2,1.46727071912154,1.49693437621217,1.53621983546412,1.56398105480048
1011111111111010111110111111111111101110111111111111111111111001011110111111111111111111110101011110111011,1,2,1.45593447601081,1.49644100066758,1.54236180605965,1.56016776273784
1011111111111010111111111011111111001111011111111111101101111101011111110111111111111110110111011111101111,1,2,1.43833922656369,1.48908495818073,1.53191864193046,1.5482575623727
1011111111111010111111111110011111111100111110111111100010110111011111111111111001111011111110111111111110,1,2,1.39782411437858,1.4266267486974,1.45739614997207,1.47052479130889
1011111111111010111111111111111111111110111101111111011011111111111111011111111111111111101111011101111101,1,2,1.46260841833431,1.49153176547927,1.53410945002749,1.55135575361155
1011111111111011001110010111111101111011111111111111111111111111111111111011011111111111111111111101111111,1,2,1.46281350488768,1.48834112606608,1.52783899603296,1.55737544583315
1011111111111011001111110111101111111111111111110101011111111101111111111111111111110111111111111111110111,1,2,1.45182639875574,1.48435143409741,1.51656190448558,1.53666240748918
1011111111111011011001010110111111111111101111111111101111111001110111111111111011111111110111011011111111,1,2,1.4547388169307,1.48938476211703,1.53876309872382,1.55909440278465
1011111111111011011110010101111101100110111111111110111110111111111111111101011101110111011111111111111111,1,2,1.47654431022042,1.5008959542343,1.53088926361767,1.55948104684019
1011111111111011011111111011011111011101111111111111111111011111110101010111111101111101110111111011111111,1,2,1.43117757863023,1.51303297352906,1.52761998691305,1.55109916217709
1011111111111011101110111111011111001111111101111101111011111111101101111111001111111111110111111111111010,1,2,1.37822926168157,1.40612377319584,1.44270669620718,1.45953758335035
1011111111111011101111011111011011110111111111111111011111101010011111101100111110101110111111111111111110,1,2,1.44740546560737,1.465762784357,1.49386312506523,1.52272932164181
1011111111111011101111011111110101111111111111011111101111111111111110100111101111111110111111100111110011,1,2,1.42247041060924,1.45016772371622,1.49015715631531,1.51547113205005
1011111111111011101111101111111011110101111010110111110111110111110111111111111111111111111011111111111110,1,2,1.45798368650847,1.48191530988108,1.51791393782814,1.53350939748883
1011111111111011101111111111111101101111011001010111111011010011110101110111111111111110111111001110111011,1,2,1.46931366508749,1.4943315815222,1.53556412181932,1.54954411895712
1011111111111011110011111011111011111001100111111111111111111101111111110111111111111100011111111111110111,1,2,1.47252273943434,1.5527448118891,1.57287509952511,1.59088461589463
1011111111111011110011111110100111101011111111111101111010111111110111110111111111101111110011111111111101,1,2,1.45906468290935,1.48428875748461,1.52647612068978,1.5430900338157
1011111111111011110101111111011111101111110100110011111111111111110101111011111111111111111011111110111110,1,2,1.42354727131771,1.4517397650201,1.49818918235277,1.52118062600575
1011111111111011110111101101111101111111111111111111111011111111111010111111101110101111111111111110111011,1,2,1.43481445945999,1.46436991871793,1.50375955008411,1.5213858822249
1011111111111011110111111011111111000011011111110111111111001111111111011111111111101111111110111111111111,1,2,1.49377539924331,1.52329522830303,1.5581407040675,1.57845147892156
1011111111111011110111111111111011011111111111111111110111111111011111101100111101010111111110111101111111,1,2,1.45857909887861,1.48373923340025,1.51690663906537,1.54602287823462
1011111111111011111010111101111111110111111111101111111100111101111111011111111111111111111111111101111111,1,2,1.44638046388598,1.48357327101149,1.52307848710528,1.54616964935432
1011111111111011111011111101111001111111111111101111111011100111111111111110011011101111111111011111110101,1,2,1.46732425254384,1.48537109290636,1.51903409573237,1.53681367779972
